gender,age,person,became_member_on,income,treatment,outcome,discount_attributed_spend,tenure_days,total_transactions,avg_spend,purchase_frequency,is_missing_demographics
M,27,0ad8a9771c59432f9641e48212b2ccb9,2018-03-27,70000.0,1,13.290000000000001,0.0,121,5.0,2.6580000000000004,1.24,False
M,67,2a01c11fdcc441bcbdc842c35adccb2f,2018-02-12,106000.0,1,171.87,0.0,164,6.0,28.645,1.098,False
F,77,78e9be059fce46a1b610f74e0e812a4a,2016-02-19,80000.0,1,222.36,79.72,888,10.0,22.236,0.338,False
F,68,ad4fd34e9f7e4fd9ae627edd73ca2081,2015-12-29,66000.0,1,145.28,117.75,940,10.0,14.528,0.319,False
M,37,0e4e14ea66044a9eaee0b5efbff6ca62,2016-04-20,64000.0,1,261.37,68.78,827,16.0,16.335625,0.58,False
M,55,ace4a7611da040748d1722cda25b6280,2016-03-23,60000.0,1,15.33,0.0,855,6.0,2.555,0.211,False
M,30,c894971c9e414a358b84255199727636,2016-09-03,54000.0,1,700.47,700.47,691,20.0,35.0235,0.868,False
M,51,e277228d77a64ab896d6dd6d88f970d3,2015-08-15,54000.0,1,252.23,183.49,1076,19.0,13.275263157894736,0.53,False
F,47,f20277feaaca40b1ae9295a1d897fcb8,2018-07-12,92000.0,1,66.15,0.0,14,2.0,33.075,2.0,False
M,49,6f04a68e93df44d1b2329a399016452b,2018-02-04,48000.0,1,19.240000000000002,10.61,172,8.0,2.4050000000000002,1.395,False
M,32,27aa749a6f5f448e91327028a2ac7fb5,2015-10-08,38000.0,0,172.35,0.0,1022,18.0,9.575,0.528,False
M,30,ba9fb3e4a7084361914c1647d871d27e,2017-04-18,69000.0,1,167.79,47.59,464,8.0,20.97375,0.517,False
M,47,00c6035df45840038a72766c6d27a0db,2017-02-25,86000.0,1,241.55,83.00999999999999,516,11.0,21.95909090909091,0.64,False
M,34,fffad4f4828548d1b5583907f2e9906b,2017-01-23,34000.0,0,88.83,0.0,549,12.0,7.4025,0.656,False
F,78,a1ad0bbe76f8403786baa50ff845bc42,2017-06-04,101000.0,1,187.29,0.0,417,5.0,37.458,0.36,False
F,85,50fb5c0c6b1b4f43bd5f4a818dddb513,2016-03-02,71000.0,1,274.17,57.6,876,15.0,18.278000000000002,0.514,False
F,75,a97e6f33219c432db82acfa0d19c602d,2013-08-06,69000.0,1,121.86,74.73,1815,8.0,15.2325,0.132,False
F,76,c6a2cd4fdc104ea5896ac60300f6842d,2017-03-11,71000.0,1,240.14,106.89,502,14.0,17.15285714285714,0.837,False
F,89,4c0b938c4e994b168f0062d7dbb79796,2015-07-22,59000.0,1,56.519999999999996,8.39,1100,4.0,14.129999999999999,0.109,False
M,58,4de38d89a91c4286a583085d909817f9,2018-01-29,70000.0,1,30.41,10.879999999999999,178,6.0,5.068333333333333,1.011,False
M,23,5ad59daa0d6b41f0a0c115443c1d8828,2017-10-30,49000.0,1,74.96000000000001,11.09,269,22.0,3.4072727272727277,2.454,False
M,58,2b91e3c00a424185ab261b2a204c9718,2017-09-16,53000.0,1,122.65,48.68,313,10.0,12.265,0.958,False
F,64,23bc15e276d247669fd7d1c08a8fb678,2015-10-12,95000.0,1,179.98,0.0,1018,7.0,25.71142857142857,0.206,False
M,72,da6c95e567f94dfdb54c16073807fcfe,2017-09-09,39000.0,0,96.14,0.0,320,10.0,9.614,0.938,False
F,66,fae3fbe975cc4421b853947d7448904e,2017-08-11,72000.0,1,113.85000000000001,20.52,349,6.0,18.975,0.516,False
F,49,7798d98a070845328d838312b65ba846,2017-08-09,68000.0,1,14.489999999999998,0.0,351,6.0,2.4149999999999996,0.513,False
M,43,b21beefac7b6488f8384774c4d90faca,2017-04-13,71000.0,1,204.5,92.27,469,10.0,20.45,0.64,False
M,58,932715eb8a33450c83c1557c99968c7b,2018-07-17,39000.0,1,5.040000000000001,0.0,9,5.0,1.0080000000000002,5.0,False
M,43,cac7e2d5e1f444debdbebcb02a9d6d3d,2017-08-06,76000.0,1,157.16,37.11,354,9.0,17.462222222222223,0.763,False
F,56,203831402e2b49a8bf1fa35263f17165,2017-03-29,87000.0,1,223.46,0.0,484,11.0,20.314545454545456,0.682,False
F,69,816f33d96b624c84a890f87694ac4172,2017-10-16,118000.0,1,54.1,0.0,283,2.0,27.05,0.212,False
O,60,d0be9ff460964c3398a33ad9b2829f3a,2018-02-16,94000.0,1,857.75,750.22,160,6.0,142.95833333333334,1.125,False
M,81,327d08559d564f13b6aaf681700c2e6e,2016-06-01,70000.0,1,153.94,87.97,785,9.0,17.104444444444443,0.344,False
M,42,c610bd00615c41079c7a1a33f76d9228,2017-04-03,91000.0,1,139.98,46.09,479,6.0,23.33,0.376,False
M,75,716cff13fcd44dc2a96c138950dc48bd,2015-01-10,71000.0,0,50.56,0.0,1293,17.0,2.9741176470588235,0.394,False
M,62,c05652fa9d2c4fac9a010ea5a9310c86,2018-01-27,73000.0,1,27.23,0.0,180,7.0,3.89,1.167,False
F,55,fbc039723b044dfd8a1723a976d667d9,2016-05-05,54000.0,1,220.47,113.65,812,14.0,15.747857142857143,0.517,False
M,65,e1103f6b4c444f84b65f856738c0f60c,2017-10-11,39000.0,1,82.41999999999999,47.489999999999995,288,8.0,10.302499999999998,0.833,False
M,52,b6905df3630b4137b077b6e1b4b21d75,2017-02-27,46000.0,1,141.64,0.0,514,10.0,14.163999999999998,0.584,False
F,30,2c3a4de659584bed8d27cfd865f06928,2017-10-15,40000.0,0,110.78999999999999,0.0,284,8.0,13.848749999999999,0.845,False
F,74,28416e7d96d746fb9c1fb8223d9e4914,2015-09-24,75000.0,1,99.47,0.0,1036,5.0,19.894,0.145,False
F,100,24c1287eb7a84cfd80472a82e05b1d57,2015-08-28,63000.0,1,217.62,62.2,1063,14.0,15.544285714285715,0.395,False
F,26,a4579681ffca49cfbff6f5453a49bf76,2017-03-24,40000.0,1,610.52,561.35,489,14.0,43.60857142857143,0.859,False
F,56,8a04ab4063e94628b5bbd86781639430,2016-03-28,53000.0,1,83.71,74.3,850,7.0,11.958571428571428,0.247,False
M,50,393e6938e7eb46cb86bcb04f231efc0f,2014-10-15,90000.0,1,99.58,24.44,1380,3.0,33.193333333333335,0.065,False
M,73,62fb072537a647a89f99fb9ea66a7c00,2017-10-08,95000.0,1,71.44,47.63,291,3.0,23.813333333333333,0.309,False
F,49,0acaa564f18b418ba642e2a4ff3e028d,2017-12-10,74000.0,1,100.63,15.89,228,4.0,25.1575,0.526,False
M,37,585fb2dc600d4a0f912d8911aba11203,2016-01-09,50000.0,1,125.62,66.10000000000001,929,10.0,12.562000000000001,0.323,False
M,65,9b0e7b326e314b758369c2f794566eb3,2016-02-12,57000.0,1,308.01,175.43,895,22.0,14.000454545454545,0.737,False
F,64,aec532a91d9948cb828cc657fa27fce2,2016-02-25,81000.0,1,189.79,16.43,882,9.0,21.087777777777777,0.306,False
F,48,9c64321646bf40f6ad1bc98864eaa6b8,2016-10-14,53000.0,1,55.989999999999995,33.53,650,4.0,13.997499999999999,0.185,False
M,20,4e6eb10de9744995be7496f5b1cc7bcf,2015-08-12,32000.0,1,93.7,47.47,1079,12.0,7.808333333333334,0.334,False
M,46,e89dce9d75634dc5bf1df0a0cea0f316,2018-07-23,40000.0,0,127.31,0.0,3,11.0,11.573636363636364,11.0,False
M,24,e08a264dc9a54efca07e1cf7e9b38480,2015-04-27,69000.0,1,67.32,27.830000000000002,1186,14.0,4.808571428571428,0.354,False
M,71,a4ac99af1b7f4344b734ac07592ab717,2015-08-26,95000.0,1,333.16,199.96,1065,14.0,23.79714285714286,0.394,False
F,50,f8362fcaa42248fca2a2a174951a954a,2018-05-25,78000.0,1,0.0,0.0,62,0.0,0.0,0.0,False
M,37,676506bad68e4161b9bbaffeb039626b,2017-05-15,92000.0,1,191.59,0.0,437,8.0,23.94875,0.549,False
F,57,b7658a8eab2f42668a9d66499b001e88,2016-05-22,81000.0,1,129.14,66.87,795,7.0,18.448571428571427,0.264,False
M,52,a8719d4d305444579b2d2c1b777c3417,2014-04-25,85000.0,1,142.75,33.96,1553,7.0,20.392857142857142,0.135,False
M,41,bd215efd787d4305a006a56154fbcb67,2016-08-24,41000.0,1,22.31,0.0,701,8.0,2.78875,0.342,False
F,66,f5e59835627a49a0b13c4183522225d4,2017-06-18,74000.0,1,107.5,47.82,403,6.0,17.916666666666668,0.447,False
F,66,f970eafddcb34154aa4d646b4a71ca34,2015-10-01,87000.0,1,173.8,62.1,1029,8.0,21.725,0.233,False
F,68,c4a3c86c7b5541cf83d443c2a89e5b5a,2017-10-25,120000.0,1,164.52,0.0,274,6.0,27.42,0.657,False
M,20,4bbcb71a7f75455e9957413cf743fef7,2016-03-08,70000.0,1,19.79,0.0,870,9.0,2.198888888888889,0.31,False
M,43,9ef935700f384fefa0e1a34f92555abd,2017-07-04,42000.0,1,64.73,38.83,387,16.0,4.045625,1.24,False
M,73,32fbf97e89274e8a935903f2ad095e1f,2017-12-12,38000.0,1,104.78999999999999,61.81,226,12.0,8.7325,1.593,False
F,42,68081ac19eae44ba99b47c8e1d4161a4,2017-05-29,56000.0,1,146.62,0.0,423,10.0,14.662,0.709,False
M,82,b268f71b99b94e1485ed1ccd4c20007b,2016-06-04,110000.0,1,222.45000000000002,88.47,782,9.0,24.71666666666667,0.345,False
F,70,01ef4c6618b64334a15914ff9963eaac,2017-11-09,92000.0,1,135.57999999999998,116.02,259,5.0,27.115999999999996,0.579,False
F,42,7a7aece75d5347bd869fbcf707aea6b1,2017-10-10,71000.0,1,66.67,21.6,289,4.0,16.6675,0.415,False
M,48,8f7dd3b2afe14c078eb4f6e6fe4ba97d,2015-09-03,62000.0,1,125.62,0.0,1057,8.0,15.7025,0.227,False
F,53,8b5ae6d6547745d5adae0b0828de3f7d,2015-09-10,93000.0,1,222.35,65.75,1050,10.0,22.235,0.286,False
M,64,66ccb31b29da4e9db3337fcfd5039c17,2018-03-04,67000.0,1,0.0,0.0,144,0.0,0.0,0.0,False
M,79,dd0fe73d5e7b46e98304b1643394fe9e,2018-01-23,90000.0,1,87.65,28.54,184,6.0,14.608333333333334,0.978,False
M,51,b0be9b4679204f82b937260a08e54eb0,2016-05-11,55000.0,1,30.89,0.0,806,13.0,2.376153846153846,0.484,False
F,45,713a1ea744ee4267a741645078845eac,2018-01-20,88000.0,1,0.0,0.0,187,0.0,0.0,0.0,False
F,48,f8756fc0eea24e7ba3ccd846efc4d0d5,2016-06-02,105000.0,0,96.45,0.0,784,4.0,24.1125,0.153,False
F,54,01e8739670a042b3877f8e843bdf55a7,2015-10-24,119000.0,1,181.16,153.94,1006,8.0,22.645,0.239,False
M,52,5e97488a58c641ea8ecb05a8e27fddc4,2018-07-10,48000.0,1,31.4,12.620000000000001,16,9.0,3.488888888888889,9.0,False
M,28,e6590c7f954f4ff482c069b45070b351,2013-09-24,68000.0,1,171.81,0.0,1766,14.0,12.272142857142857,0.238,False
M,69,bb9cf26ad43044a3b0dd90c22bbd05d1,2014-05-02,47000.0,1,56.84,6.2299999999999995,1546,18.0,3.157777777777778,0.349,False
M,73,0861b9ca31b741bb8b411b18f82d18f6,2017-06-27,92000.0,1,298.64,104.36,394,12.0,24.886666666666667,0.914,False
F,67,eefbc1aac05142aeb0ce661d3a19ae48,2017-08-13,71000.0,1,87.88,0.0,347,5.0,17.576,0.432,False
F,76,cc40aaa447054294a86c75d79881e35a,2018-06-13,34000.0,1,82.42999999999999,3.71,43,7.0,11.775714285714285,4.884,False
F,55,c34eaeb9e68248c382e4483328bb9867,2015-11-21,53000.0,1,140.48,34.43,978,11.0,12.77090909090909,0.337,False
F,89,69b02748e2864894b9a425d079d806ca,2018-06-23,83000.0,1,50.89,22.67,33,2.0,25.445,1.818,False
M,57,717a423a31284ce1b767cad1c471d968,2018-04-29,41000.0,1,21.36,7.4,88,5.0,4.272,1.705,False
F,54,ca900921cfdd4b11a432df6f46a3e26d,2018-02-11,70000.0,1,9.77,0.0,165,1.0,9.77,0.182,False
M,58,b4a4a6b9648a45baa15f438ffb5565e9,2017-12-27,73000.0,1,23.45,0.0,211,6.0,3.908333333333333,0.853,False
M,49,1e78f244cac34e758dff086f30dbc1be,2017-11-23,39000.0,1,5.09,5.09,245,2.0,2.545,0.245,False
F,73,07ebe89c877e4328b60f4e5676452ee1,2018-05-07,79000.0,1,55.9,24.02,80,3.0,18.633333333333333,1.125,False
F,58,371d6b3a983547709252bbbcbedda147,2017-02-19,76000.0,1,163.13,31.76,522,8.0,20.39125,0.46,False
M,51,ea8a1cb1c56e42e4807e9ec27b95b97b,2017-12-14,70000.0,1,22.97,6.57,224,5.0,4.593999999999999,0.67,False
M,74,709189c4727342a782cd28ad41c1b316,2016-04-18,78000.0,1,169.31,87.65,829,7.0,24.187142857142856,0.253,False
M,53,c0f9e4bb1f3a4d30a34f5a835b2c97ea,2015-09-06,95000.0,1,133.4,83.91,1054,6.0,22.233333333333334,0.171,False
M,61,9e0369f1045443c2a83a423920155ab3,2018-02-27,32000.0,0,38.910000000000004,0.0,149,4.0,9.727500000000001,0.805,False
M,41,acc3bb69130c45aca141e8aa86f41b42,2017-10-24,55000.0,1,0.0,0.0,275,0.0,0.0,0.0,False
F,64,8899cbcaf33d4e4d87a3f761b5ff8cf2,2017-10-08,95000.0,1,218.46,120.16,291,9.0,24.273333333333333,0.928,False
M,42,cda87c53c8434854b78be68c0cde4848,2017-09-08,75000.0,1,148.84,26.96,321,6.0,24.80666666666667,0.561,False
M,50,be2b393781594f4da055ef99b4d95e48,2016-04-26,57000.0,1,304.61,254.4,821,21.0,14.505238095238095,0.767,False
M,60,e8f6590b4991479eb898457e8ebf4890,2017-09-03,56000.0,1,32.519999999999996,18.12,326,10.0,3.252,0.92,False
F,57,7da4476ec7234c0fa8f05d2336669212,2016-04-08,83000.0,0,261.09,0.0,839,11.0,23.735454545454544,0.393,False
F,39,a0f63f6e1285445dbbdcc5d4943c843f,2017-04-07,54000.0,1,213.6,145.05,475,17.0,12.564705882352941,1.074,False
F,57,b3ad8755d0ac47faa6e9c10954fec6a4,2016-08-27,67000.0,1,378.95,106.62,698,20.0,18.947499999999998,0.86,False
M,57,fe23d94e175742209abf65cfbc684153,2017-12-16,71000.0,1,106.3,19.56,222,6.0,17.716666666666665,0.811,False
M,68,4c51ba3886b84781996ca15d42af505d,2016-03-18,51000.0,1,64.51,48.69,860,16.0,4.031875,0.558,False
F,83,813f7ade94c14226b49b3ec4ace58718,2015-09-10,114000.0,0,198.57,0.0,1050,7.0,28.367142857142856,0.2,False
F,35,ee8eccee44354ee38eea7b4704514136,2018-01-02,72000.0,1,103.97,29.53,205,6.0,17.328333333333333,0.878,False
F,90,58ad7189fe54463fa221873e553f3173,2018-01-01,72000.0,1,47.910000000000004,0.0,206,3.0,15.97,0.437,False
M,56,1e917541b9324d93bde2bf5ec7ee21a7,2018-04-04,72000.0,1,16.53,13.27,113,4.0,4.1325,1.062,False
M,84,4786c65ce3d944c09d1562bf9363541a,2017-09-07,81000.0,1,33.93,0.0,322,2.0,16.965,0.186,False
M,62,a7456960b600412fa516433d4821361c,2018-03-12,39000.0,1,25.22,20.48,136,8.0,3.1525,1.765,False
M,63,ce9ccae3451247fc98667ef67857b116,2017-02-23,58000.0,1,193.47,131.38,518,12.0,16.1225,0.695,False
M,67,62274260252f4b04962ec2f85295b447,2016-01-05,56000.0,1,93.95,13.19,933,6.0,15.658333333333333,0.193,False
F,68,4c1c14245a1f4b138ae662fe2243342f,2017-11-26,50000.0,1,104.27,43.83,242,7.0,14.895714285714286,0.868,False
M,55,9bd8945dd46d4e55b6504a0a0878ed51,2017-05-08,73000.0,1,75.52,0.0,444,6.0,12.586666666666666,0.405,False
F,24,c93f9619abd642a684bd79953cef992c,2017-02-07,59000.0,1,610.0999999999999,0.0,534,15.0,40.673333333333325,0.843,False
M,40,508e507b462a4f6cb3dd48bcd3118521,2017-08-15,39000.0,1,33.28,12.05,345,10.0,3.3280000000000003,0.87,False
M,83,e3cd0a0e1af5463d9cc4d18e4b7b8b63,2018-01-18,61000.0,1,75.41,31.630000000000003,189,16.0,4.713125,2.54,False
F,63,9ddafd9acd6e441a8ebf8845e2ac5319,2017-03-16,41000.0,1,58.87,0.0,497,20.0,2.9435,1.207,False
F,59,0e72fad934a74c2c97a98c525d64f738,2018-01-16,59000.0,1,206.86,107.22,191,14.0,14.775714285714287,2.199,False
O,49,0d0a9ca9281248a8a35806c9ae68f872,2017-12-07,42000.0,1,119.60000000000001,45.290000000000006,231,12.0,9.966666666666667,1.558,False
F,61,d11e7279219b418eb0133758d88ee285,2016-06-12,99000.0,1,156.28,81.66,774,6.0,26.046666666666667,0.233,False
M,42,6be0513109fe4d738e2af7fb252fefb7,2018-06-13,57000.0,1,40.05,0.0,43,3.0,13.35,2.093,False
M,58,90a221d6183c49d68dd6b2d17e67b2ba,2018-01-29,36000.0,1,24.57,16.44,178,6.0,4.095,1.011,False
F,48,b3a5a87d9e1d4bc48f38945c8f4d5a2a,2016-10-21,44000.0,1,94.18,62.07,643,10.0,9.418000000000001,0.467,False
M,35,027596e6ed19471392923eb833b25fd3,2017-08-29,64000.0,1,14.86,0.92,331,6.0,2.4766666666666666,0.544,False
M,36,f5b84c63d6514f02bed8258e627f172d,2018-03-15,31000.0,1,33.480000000000004,5.36,133,8.0,4.1850000000000005,1.805,False
F,41,5084c3bf96464d63bc54f298ce45aef0,2016-04-14,100000.0,1,102.12,0.0,833,4.0,25.53,0.144,False
F,83,0872d0fa41104fcaaf143ddc1b81a420,2017-04-30,73000.0,1,246.75,107.63,452,12.0,20.5625,0.796,False
M,53,4cbe33c601a5407f8202086565c55111,2017-10-15,87000.0,1,96.24,0.0,284,3.0,32.08,0.317,False
F,53,63682fd0e2454fe098a3aad2c76e0054,2016-01-15,97000.0,1,195.43,78.59,923,8.0,24.42875,0.26,False
F,80,85727ebd2e324b60839c149682294ba7,2018-01-10,48000.0,1,431.56,380.91,197,8.0,53.945,1.218,False
M,25,4cce01bbc3d742c994f654f8c1ecd6b4,2015-11-16,66000.0,1,27.28,22.95,983,10.0,2.728,0.305,False
M,63,b330ad2e97ca455badff7121614b225d,2015-11-04,119000.0,1,126.59,0.0,995,4.0,31.6475,0.121,False
F,63,611846bccd6b4c35ba48ed6b165b2c2d,2016-06-14,66000.0,0,164.66,0.0,772,11.0,14.969090909090909,0.427,False
F,56,06b99e8cc24b426f8a578c749974b88a,2018-01-23,109000.0,1,400.53,0.0,184,15.0,26.701999999999998,2.446,False
M,43,e262142cfb3f4c87ab26ba7dd09562aa,2017-10-04,59000.0,1,9.55,9.55,295,4.0,2.3875,0.407,False
F,58,78364f0145d342c2bd44a169cfb9c332,2016-03-14,58000.0,1,61.78,0.0,864,12.0,5.148333333333333,0.417,False
M,59,1e90d5a75b1d47e6ac495c37399705da,2017-01-23,59000.0,1,195.83,29.41,549,14.0,13.987857142857143,0.765,False
M,49,c7456a584a65425188c13311390e53c5,2018-03-18,104000.0,0,79.54,0.0,130,3.0,26.513333333333335,0.692,False
F,63,b432b74402bb4981a4651c8df1670365,2017-09-12,70000.0,1,22.009999999999998,6.1899999999999995,317,7.0,3.144285714285714,0.662,False
M,42,d6e40d21be454a08853aeafbd3532647,2015-12-10,94000.0,1,219.97,51.05,959,8.0,27.49625,0.25,False
F,52,b6874ec74838469482e7bcce0251acdd,2018-01-17,57000.0,1,33.91,15.16,190,14.0,2.4221428571428567,2.211,False
F,57,a04fcfd571034456aaa6d56c0a3fd9b6,2018-04-08,37000.0,0,309.9,0.0,109,11.0,28.172727272727272,3.028,False
F,56,16ed3ce3996c4f729d597126b8200203,2017-11-09,59000.0,1,65.22,15.69,259,4.0,16.305,0.463,False
M,80,79d6e0ec46a8486a9df7b24552be074b,2017-10-15,87000.0,1,83.4,0.0,284,4.0,20.85,0.423,False
M,43,dce9bfaf37e64b75b5c40866cfe71c80,2016-02-11,52000.0,1,172.94,109.23,896,11.0,15.72181818181818,0.368,False
M,54,09e73eeb14874fe69467f8c123091f50,2017-11-14,70000.0,1,14.190000000000001,9.63,254,2.0,7.095000000000001,0.236,False
M,28,42e511d82add46d4b0038ab71015f1b5,2016-11-11,73000.0,1,127.81,71.54,622,28.0,4.564642857142857,1.35,False
F,57,f26062d4f14f464eb345f487f0e912d4,2017-10-08,95000.0,1,215.32,107.28999999999999,291,8.0,26.915,0.825,False
M,71,3f297d8938564fdbbcd73db63bc8ce54,2015-03-10,67000.0,1,35.25,17.47,1234,11.0,3.2045454545454546,0.267,False
F,64,cffd46a4ad444357a62f3929cd07a072,2018-04-18,112000.0,1,104.63,29.47,99,4.0,26.1575,1.212,False
M,20,576e6eed3c6a4ac682ebd35b7ea672f4,2014-05-31,49000.0,1,10.83,0.0,1517,5.0,2.166,0.099,False
F,36,55c69bafc66d4bf6a7df7f1f752c1b38,2017-04-23,58000.0,1,87.33,35.03,459,9.0,9.703333333333333,0.588,False
F,45,b427c95a76904412885fa43e1b6db748,2016-10-04,99000.0,0,179.08,0.0,660,7.0,25.582857142857144,0.318,False
M,71,aec66f67b80548d29897b26f83d139de,2014-12-17,65000.0,0,142.77,0.0,1317,10.0,14.277000000000001,0.228,False
M,67,6e43570e4517416cb3bcadd49d3da70f,2018-06-01,89000.0,1,88.81,25.01,55,4.0,22.2025,2.182,False
F,72,5fc96150a4994e3c982e723d06d35e8b,2016-09-22,81000.0,1,116.6,27.12,672,6.0,19.433333333333334,0.268,False
M,51,227f2d69e46a4899b70d48182822cff6,2018-05-12,100000.0,0,156.07999999999998,0.0,75,6.0,26.013333333333332,2.4,False
M,48,d2d8012642ec43e09c18dd814bd1ec6c,2017-09-19,68000.0,0,99.11,0.0,310,5.0,19.822,0.484,False
M,53,bf60d102f38c4f2aacb09c2df487b7fc,2018-04-10,60000.0,1,35.2,6.1899999999999995,107,9.0,3.9111111111111114,2.523,False
M,25,75da3f6ef64b4bdebc1045dfa2bbb546,2018-02-15,53000.0,1,9.47,4.02,161,5.0,1.8940000000000001,0.932,False
F,79,3115295d227b45ba918d691687350672,2018-01-10,85000.0,1,274.4,141.07999999999998,197,14.0,19.599999999999998,2.132,False
M,19,80712efd45a84787b08074798ac40429,2018-06-24,32000.0,1,14.780000000000001,7.220000000000001,32,6.0,2.4633333333333334,5.625,False
F,28,30333ea9ee1e4405adf1b5c54dd60553,2018-04-11,49000.0,1,8.899999999999999,8.34,106,3.0,2.9666666666666663,0.849,False
M,56,bb0f25e23a4c4de6a645527c275cd594,2014-06-11,76000.0,1,188.9,105.41,1506,8.0,23.6125,0.159,False
M,44,81d1298cca294146801c6c086a616399,2014-03-19,37000.0,1,21.03,0.0,1590,7.0,3.0042857142857144,0.132,False
M,25,76919022666747ffb747b52151ba992b,2017-12-25,40000.0,1,41.68,19.490000000000002,213,19.0,2.1936842105263157,2.676,False
F,61,4866a2c8fedd46b98dc2c695f8cc5840,2018-01-13,78000.0,1,142.57999999999998,0.0,194,8.0,17.822499999999998,1.237,False
M,34,09020cacd73b48a7b1d1310dd9ca004b,2017-09-22,59000.0,0,18.09,0.0,307,6.0,3.015,0.586,False
F,41,597bcbdab11c4236aaf895ca94d9aa60,2017-12-10,37000.0,1,133.56,50.45,228,11.0,12.141818181818183,1.447,False
M,44,b8dc729c581045a59f2186c210c5a06c,2016-12-04,51000.0,1,39.88,24.490000000000002,599,13.0,3.0676923076923077,0.651,False
F,51,d7282e3f7eec4cc5a38212189af80d2e,2018-06-29,92000.0,0,77.24000000000001,0.0,27,3.0,25.74666666666667,3.0,False
M,47,8b5f5a1b1c43427ba7fb1e8e307a05e3,2017-11-09,44000.0,1,4.54,1.33,259,3.0,1.5133333333333334,0.347,False
F,63,055a06b9a6ad42fcaa1fe7706b5e21aa,2018-07-07,70000.0,0,56.83,0.0,19,3.0,18.94333333333333,3.0,False
M,62,fc41f98eaccc4c6e9ba3d3361714c527,2017-11-26,61000.0,1,62.519999999999996,6.7,242,4.0,15.629999999999999,0.496,False
M,66,3f244f4dea654688ace14acb4f0257bb,2018-07-03,71000.0,1,31.67,26.36,23,7.0,4.524285714285715,7.0,False
M,62,05dedca5b2034055a64979a2c28b3477,2017-12-08,70000.0,1,105.7,25.11,230,7.0,15.1,0.913,False
M,83,93893ec00b5346228088f867e6164b1e,2016-04-10,88000.0,1,278.71000000000004,135.37,837,13.0,21.43923076923077,0.466,False
M,43,ff298e06fee240039dfd761a0a2ea25e,2018-06-27,58000.0,1,18.97,0.0,29,2.0,9.485,2.0,False
F,66,eaaa456d803e49798017100b16fda6c5,2016-12-04,94000.0,1,48.22,0.0,599,2.0,24.11,0.1,False
M,70,c8d495a12bd049489dd2d185cd20bfc3,2017-11-18,44000.0,1,12.61,6.5600000000000005,250,7.0,1.8014285714285714,0.84,False
F,65,be7ff3cb6bf84ce395471e52b64b70c6,2018-01-12,66000.0,1,58.379999999999995,34.07,195,4.0,14.594999999999999,0.615,False
F,33,6a619d10e88f489eae05ceb9a8f5b178,2016-11-06,54000.0,1,190.82999999999998,149.56,627,14.0,13.630714285714285,0.67,False
M,63,b65eaba56d124588aed15c484db427a8,2018-07-26,78000.0,0,20.86,0.0,0,1.0,20.86,1.0,False
M,77,d3027a3344e443869ffd7b39aa99acc8,2017-08-01,42000.0,1,16.21,10.7,359,6.0,2.7016666666666667,0.501,False
F,49,c2c72ce6038644c797208046d1e3498a,2017-10-16,57000.0,1,30.2,0.0,283,9.0,3.3555555555555556,0.954,False
M,53,ca369d4c5c0c4bb996bf78ec0b65775b,2017-01-23,104000.0,1,215.63,49.69,549,8.0,26.95375,0.437,False
F,61,5979ee1e3e744c98afd9f72d9be32546,2016-02-28,87000.0,1,191.42,0.0,879,8.0,23.9275,0.273,False
M,60,35ad0c309d7743e6bb03025ee6008100,2015-12-15,38000.0,1,117.13,113.07000000000001,954,12.0,9.760833333333332,0.377,False
F,44,6c0c0bacbe0b455c9c0a4ed0f72eb2f9,2017-09-18,60000.0,1,167.0,63.089999999999996,311,11.0,15.181818181818182,1.061,False
M,69,7170e85765bb4fd580035c6469620252,2015-06-22,62000.0,1,91.47,16.38,1130,5.0,18.294,0.133,False
M,39,30f768e59835437d86743fd5daad69e3,2018-05-24,71000.0,1,12.33,12.33,63,2.0,6.165,0.952,False
F,38,8e9cc6311a2e450c9d95f98f1f10c17e,2015-03-26,55000.0,1,77.83,29.75,1218,18.0,4.323888888888889,0.443,False
F,83,1ccdd48ea41247248269cb0c5805ca12,2017-12-23,99000.0,1,174.91,0.0,215,6.0,29.151666666666667,0.837,False
F,63,ec290c4f5c204a4c85f256ee190bd583,2016-01-24,94000.0,1,255.7,125.0,914,10.0,25.57,0.328,False
F,41,b3e4bca407e849568ceec8454336bc24,2015-10-15,41000.0,1,27.03,0.0,1015,8.0,3.37875,0.236,False
M,54,32e149f18abe4a0a8555707ea9e99749,2017-11-12,39000.0,1,24.549999999999997,11.76,256,12.0,2.045833333333333,1.406,False
M,41,adeaeb917eac4f4ab806e68981a51703,2018-01-26,55000.0,1,74.78,0.0,181,5.0,14.956,0.829,False
F,56,7f0124b2a6e94e8fba10c4055d8edde3,2017-09-22,69000.0,1,22.85,0.0,307,8.0,2.85625,0.782,False
M,50,4fb0ad91097a4e6984f2ba6891274520,2018-01-18,98000.0,1,26.7,0.0,189,1.0,26.7,0.159,False
M,58,4051d8962dfd4b39ab77d39f6440ccb8,2015-11-23,55000.0,1,162.13,73.63,976,15.0,10.808666666666666,0.461,False
M,39,25ff4f5d2d354e599980dc5fd3f50021,2017-04-25,61000.0,1,65.82,46.92,457,16.0,4.11375,1.05,False
F,60,87cef380122f4b21bd8b60979340eb2b,2017-09-26,55000.0,0,81.14999999999999,0.0,303,5.0,16.229999999999997,0.495,False
